onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
756.0	12.0	15.75	59	5	B	0.0	2.75	0	2	4	2.0	1.0	1/16	True	3	8.0	8.0	7.0	7a	3	63/4	False	False				False	12		V7	A	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	3	3	3	2	2	2	True	False	False
768.0	96.0	16.0	52	4	E	0.0	1.0	1	2	4	3.0	1.0	1/2	True	3	9.0	9.0	8.0	8a	3	16	False	True				False	13		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	1	1	1	True	False	False
768.0	24.0	16.0	57	3	A	0.0	1.0	1	2	4	2.0	1.0	1/8	True	3	9.0	9.0	8.0	8a	3	16	False	True				False	13		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
768.0	96.0	16.0	61	7	C	1.0	1.0	1	2	4	3.0	1.0	1/2	True	3	9.0	9.0	8.0	8a	4	16	False	True				False	13		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	4	4	4	True	False	False
792.0	24.0	16.5	45	3	A	0.0	1.5	0	2	4	4.0	1.0	1/8	True	3	9.0	9.0	8.0	8a	2	33/2	False	False				False	13		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
792.0	24.0	16.5	52	4	E	0.0	1.5	0	2	4	4.0	1.0	1/8	True	3	9.0	9.0	8.0	8a	3	33/2	False	False				False	13		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	1	1	1	True	False	False
792.0	48.0	16.5	57	3	A	0.0	1.5	0	2	4	2.0	1.0	1/4	True	3	9.0	9.0	8.0	8a	3	33/2	False	False				False	13		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
816.0	24.0	17.0	45	3	A	0.0	2.0	2	2	4	4.0	1.0	1/8	True	3	9.0	9.0	8.0	8a	2	17	False	False				False	13		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
816.0	24.0	17.0	52	4	E	0.0	2.0	2	2	4	4.0	1.0	1/8	True	3	9.0	9.0	8.0	8a	3	17	False	False				False	13		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	1	1	1	True	False	False
840.0	24.0	17.5	45	3	A	0.0	2.5	0	2	4	4.0	1.0	1/8	True	3	9.0	9.0	8.0	8a	2	35/2	False	False				False	13		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
840.0	24.0	17.5	52	4	E	0.0	2.5	0	2	4	4.0	1.0	1/8	True	3	9.0	9.0	8.0	8a	3	35/2	False	False				False	13		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	1	1	1	True	False	False
840.0	12.0	17.5	59	5	B	0.0	2.5	0	2	4	2.0	1.0	1/16	True	3	9.0	9.0	8.0	8a	3	35/2	False	False				False	13		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	2	2	2	False	False	False
852.0	12.0	17.75	57	3	A	0.0	2.75	0	2	4	2.0	1.0	1/16	True	3	9.0	9.0	8.0	8a	3	71/4	False	False				False	13		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
864.0	96.0	18.0	52	4	E	0.0	1.0	1	2	4	3.0	1.0	1/2	True	3	10.0	10.0	9.0	9a	3	18	False	True				False	14		V43	A	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	3	3	3	1	1	1	True	True	False
864.0	24.0	18.0	56	8	G	1.0	1.0	1	2	4	2.0	1.0	1/8	True	3	10.0	10.0	9.0	9a	3	18	False	True				False	14		V43	A	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	3	3	3	5	5	5	True	False	False
864.0	96.0	18.0	62	2	D	0.0	1.0	1	2	4	3.0	1.0	1/2	True	3	10.0	10.0	9.0	9a	4	18	False	True				False	14		V43	A	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	3	3	3	-1	-1	-1	True	False	False
888.0	24.0	18.5	47	5	B	0.0	1.5	0	2	4	4.0	1.0	1/8	True	3	10.0	10.0	9.0	9a	2	37/2	False	False				False	14		V43	A	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	3	3	3	2	2	2	True	False	True
888.0	24.0	18.5	52	4	E	0.0	1.5	0	2	4	4.0	1.0	1/8	True	3	10.0	10.0	9.0	9a	3	37/2	False	False				False	14		V43	A	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	3	3	3	1	1	1	True	True	False
888.0	48.0	18.5	68	8	G	1.0	1.5	0	2	4	1.0	1.0	1/4	True	3	10.0	10.0	9.0	9a	4	37/2	False	False				False	14		V43	A	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	3	3	3	5	5	5	True	False	False
912.0	24.0	19.0	47	5	B	0.0	2.0	2	2	4	4.0	1.0	1/8	True	3	10.0	10.0	9.0	9a	2	19	False	False				False	14		V43	A	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	3	3	3	2	2	2	True	False	True
912.0	24.0	19.0	52	4	E	0.0	2.0	2	2	4	4.0	1.0	1/8	True	3	10.0	10.0	9.0	9a	3	19	False	False				False	14		V43	A	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	3	3	3	1	1	1	True	True	False
936.0	24.0	19.5	47	5	B	0.0	2.5	0	2	4	4.0	1.0	1/8	True	3	10.0	10.0	9.0	9a	2	39/2	False	False				False	14		V43	A	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	3	3	3	2	2	2	True	False	True
936.0	24.0	19.5	52	4	E	0.0	2.5	0	2	4	4.0	1.0	1/8	True	3	10.0	10.0	9.0	9a	3	39/2	False	False				False	14		V43	A	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	3	3	3	1	1	1	True	True	False
936.0	12.0	19.5	69	3	A	0.0	2.5	0	2	4	1.0	1.0	1/16	True	3	10.0	10.0	9.0	9a	4	39/2	False	False				False	14		V43	A	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	3	3	3	0	0	0	False	False	False
948.0	12.0	19.75	68	8	G	1.0	2.75	0	2	4	1.0	1.0	1/16	True	3	10.0	10.0	9.0	9a	4	79/4	False	False				False	14		V43	A	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	3	3	3	5	5	5	True	False	False
960.0	96.0	20.0	52	4	E	0.0	1.0	1	2	4	3.0	1.0	1/2	True	3	11.0	11.0	10.0	10a	3	20	False	True				False	15		V65	A	I		V65	V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	3	3	3	1	1	1	True	True	False
960.0	96.0	20.0	59	5	B	0.0	1.0	1	2	4	3.0	1.0	1/2	True	3	11.0	11.0	10.0	10a	3	20	False	True				False	15		V65	A	I		V65	V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	3	3	3	2	2	2	True	False	False
960.0	24.0	20.0	74	2	D	0.0	1.0	1	2	4	1.0	1.0	1/8	True	3	11.0	11.0	10.0	10a	5	20	False	True				False	15		V65	A	I		V65	V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	3	3	3	-1	-1	-1	True	False	False
984.0	24.0	20.5	44	8	G	1.0	1.5	0	2	4	4.0	1.0	1/8	True	3	11.0	11.0	10.0	10a	2	41/2	False	False				False	15		V65	A	I		V65	V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	3	3	3	5	5	5	True	False	True
984.0	24.0	20.5	52	4	E	0.0	1.5	0	2	4	4.0	1.0	1/8	True	3	11.0	11.0	10.0	10a	3	41/2	False	False				False	15		V65	A	I		V65	V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	3	3	3	1	1	1	True	True	False
984.0	48.0	20.5	62	2	D	0.0	1.5	0	2	4	2.0	1.0	1/4	True	3	11.0	11.0	10.0	10a	4	41/2	False	False				False	15		V65	A	I		V65	V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	3	3	3	-1	-1	-1	True	False	False
1008.0	24.0	21.0	44	8	G	1.0	2.0	2	2	4	4.0	1.0	1/8	True	3	11.0	11.0	10.0	10a	2	21	False	False				False	15		V65	A	I		V65	V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	3	3	3	5	5	5	True	False	True
1008.0	24.0	21.0	52	4	E	0.0	2.0	2	2	4	4.0	1.0	1/8	True	3	11.0	11.0	10.0	10a	3	21	False	False				False	15		V65	A	I		V65	V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	3	3	3	1	1	1	True	True	False
1032.0	24.0	21.5	44	8	G	1.0	2.5	0	2	4	4.0	1.0	1/8	True	3	11.0	11.0	10.0	10a	2	43/2	False	False				False	15		V65	A	I		V65	V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	3	3	3	5	5	5	True	False	True
1032.0	24.0	21.5	52	4	E	0.0	2.5	0	2	4	4.0	1.0	1/8	True	3	11.0	11.0	10.0	10a	3	43/2	False	False				False	15		V65	A	I		V65	V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	3	3	3	1	1	1	True	True	False
1032.0	12.0	21.5	64	4	E	0.0	2.5	0	2	4	2.0	1.0	1/16	True	3	11.0	11.0	10.0	10a	4	43/2	False	False				False	15		V65	A	I		V65	V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	3	3	3	1	1	1	True	True	False
1044.0	12.0	21.75	62	2	D	0.0	2.75	0	2	4	2.0	1.0	1/16	True	3	11.0	11.0	10.0	10a	4	87/4	False	False				False	15		V65	A	I		V65	V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	3	3	3	-1	-1	-1	True	False	False
1056.0	96.0	22.0	52	4	E	0.0	1.0	1	2	4	3.0	1.0	1/2	True	3	12.0	12.0	11.0	11a	3	22	False	True				False	16		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	1	1	1	True	False	False
1056.0	96.0	22.0	57	3	A	0.0	1.0	1	2	4	3.0	1.0	1/2	True	3	12.0	12.0	11.0	11a	3	22	False	True				False	16		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
1056.0	24.0	22.0	61	7	C	1.0	1.0	1	2	4	2.0	1.0	1/8	True	3	12.0	12.0	11.0	11a	4	22	False	True				False	16		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	4	4	4	True	False	False
1080.0	24.0	22.5	45	3	A	0.0	1.5	0	2	4	4.0	1.0	1/8	True	3	12.0	12.0	11.0	11a	2	45/2	False	False				False	16		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
1080.0	24.0	22.5	52	4	E	0.0	1.5	0	2	4	4.0	1.0	1/8	True	3	12.0	12.0	11.0	11a	3	45/2	False	False				False	16		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	1	1	1	True	False	False
1080.0	72.0	22.5	61	7	C	1.0	1.5	0	2	4	2.0	1.0	3/8	True	3	12.0	12.0	11.0	11a	4	45/2	False	False				False	16		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	4	4	4	True	False	False
1080.0	48.0	22.5	73	7	C	1.0	1.5	0	2	4	1.0	1.0	1/4	True	3	12.0	12.0	11.0	11a	5	45/2	False	False				False	16		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	4	4	4	True	False	False
1104.0	24.0	23.0	45	3	A	0.0	2.0	2	2	4	4.0	1.0	1/8	True	3	12.0	12.0	11.0	11a	2	23	False	False				False	16		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
1104.0	24.0	23.0	52	4	E	0.0	2.0	2	2	4	4.0	1.0	1/8	True	3	12.0	12.0	11.0	11a	3	23	False	False				False	16		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	1	1	1	True	False	False
1128.0	24.0	23.5	45	3	A	0.0	2.5	0	2	4	4.0	1.0	1/8	True	3	12.0	12.0	11.0	11a	2	47/2	False	False				False	16		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
1128.0	24.0	23.5	52	4	E	0.0	2.5	0	2	4	4.0	1.0	1/8	True	3	12.0	12.0	11.0	11a	3	47/2	False	False				False	16		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	1	1	1	True	False	False
1128.0	12.0	23.5	74	2	D	0.0	2.5	0	2	4	1.0	1.0	1/16	True	3	12.0	12.0	11.0	11a	5	47/2	False	False				False	16		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	-1	-1	-1	False	False	False
1140.0	12.0	23.75	73	7	C	1.0	2.75	0	2	4	1.0	1.0	1/16	True	3	12.0	12.0	11.0	11a	5	95/4	False	False				False	16		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	4	4	4	True	False	False
1152.0	24.0	24.0	52	4	E	0.0	1.0	1	2	4	3.0	1.0	1/8	False	3	13.0	13.0	12.0	12a	3	24	False	True				False	17		I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	1	1	1	True	False	False
1152.0	24.0	24.0	57	3	A	0.0	1.0	1	2	4	3.0	1.0	1/8	False	3	13.0	13.0	12.0	12a	3	24	False	True				False	17		I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	0	0	0	True	True	False
1152.0	24.0	24.0	61	7	C	1.0	1.0	1	2	4	2.0	1.0	1/8	False	3	13.0	13.0	12.0	12a	4	24	False	True				False	17		I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	4	4	4	True	False	True
1152.0	24.0	24.0	81	3	A	0.0	1.0	1	2	4	1.0	1.0	1/8	True	3	13.0	13.0	12.0	12a	5	24	False	True				False	17		I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	0	0	0	True	True	False
1176.0	24.0	24.5	37	7	C	1.0	1.5	0	2	4	4.0	1.0	1/8	True	3	13.0	13.0	12.0	12a	2	49/2	False	False				False	17		I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	4	4	4	True	False	True
1176.0	24.0	24.5	45	3	A	0.0	1.5	0	2	4	4.0	1.0	1/8	True	3	13.0	13.0	12.0	12a	2	49/2	False	False				False	17		I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	0	0	0	True	True	False
1176.0	24.0	24.5	52	4	E	0.0	1.5	0	2	4	3.0	1.0	1/8	True	3	13.0	13.0	12.0	12a	3	49/2	False	False				False	17		I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	1	1	1	True	False	False
1176.0	48.0	24.5	69	3	A	0.0	1.5	0	2	4	2.0	1.0	1/4	True	3	13.0	13.0	12.0	12a	4	49/2	False	False				False	17		I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	0	0	0	True	True	False
1200.0	24.0	25.0	37	7	C	1.0	2.0	2	2	4	4.0	1.0	1/8	True	3	13.0	13.0	12.0	12a	2	25	False	True				False	18		V65/IV	A	I		V65/IV	V		65		IV	Mm7	False	False	(4, 1, -2, 0)	()	0	4	major	major	I	I, major	V/IV	IV	IV/I	IV	False	V65/IV	V65/IV, major		V65/IV, major	IV	IV	3	3	2	4	4	5	True	False	True
1200.0	24.0	25.0	45	3	A	0.0	2.0	2	2	4	4.0	1.0	1/8	True	3	13.0	13.0	12.0	12a	2	25	False	True				False	18		V65/IV	A	I		V65/IV	V		65		IV	Mm7	False	False	(4, 1, -2, 0)	()	0	4	major	major	I	I, major	V/IV	IV	IV/I	IV	False	V65/IV	V65/IV, major		V65/IV, major	IV	IV	3	3	2	0	0	1	True	True	False
1200.0	48.0	25.0	57	3	A	0.0	2.0	2	2	4	3.0	1.0	1/4	True	3	13.0	13.0	12.0	12a	3	25	False	True				False	18		V65/IV	A	I		V65/IV	V		65		IV	Mm7	False	False	(4, 1, -2, 0)	()	0	4	major	major	I	I, major	V/IV	IV	IV/I	IV	False	V65/IV	V65/IV, major		V65/IV, major	IV	IV	3	3	2	0	0	1	True	True	False
1224.0	24.0	25.5	37	7	C	1.0	2.5	0	2	4	4.0	1.0	1/8	True	3	13.0	13.0	12.0	12a	2	51/2	False	False				False	18		V65/IV	A	I		V65/IV	V		65		IV	Mm7	False	False	(4, 1, -2, 0)	()	0	4	major	major	I	I, major	V/IV	IV	IV/I	IV	False	V65/IV	V65/IV, major		V65/IV, major	IV	IV	3	3	2	4	4	5	True	False	True
1224.0	24.0	25.5	45	3	A	0.0	2.5	0	2	4	4.0	1.0	1/8	True	3	13.0	13.0	12.0	12a	2	51/2	False	False				False	18		V65/IV	A	I		V65/IV	V		65		IV	Mm7	False	False	(4, 1, -2, 0)	()	0	4	major	major	I	I, major	V/IV	IV	IV/I	IV	False	V65/IV	V65/IV, major		V65/IV, major	IV	IV	3	3	2	0	0	1	True	True	False
1224.0	12.0	25.5	67	1	G	0.0	2.5	0	2	4	2.0	1.0	1/16	True	3	13.0	13.0	12.0	12a	4	51/2	False	False				False	18		V65/IV	A	I		V65/IV	V		65		IV	Mm7	False	False	(4, 1, -2, 0)	()	0	4	major	major	I	I, major	V/IV	IV	IV/I	IV	False	V65/IV	V65/IV, major		V65/IV, major	IV	IV	3	3	2	-2	-2	-1	True	False	False
1236.0	12.0	25.75	65	11	E	1.0	2.75	0	2	4	2.0	1.0	1/16	True	3	13.0	13.0	12.0	12a	4	103/4	False	False				False	18		V65/IV	A	I		V65/IV	V		65		IV	Mm7	False	False	(4, 1, -2, 0)	()	0	4	major	major	I	I, major	V/IV	IV	IV/I	IV	False	V65/IV	V65/IV, major		V65/IV, major	IV	IV	3	3	2	8	8	9	False	False	False
1248.0	24.0	26.0	57	3	A	0.0	1.0	1	2	4	3.0	1.0	1/8	False	3	14.0	14.0	13.0	13a	3	26	False	True				False	19		IV(#2)	A	I		IV(#2)	IV			#2		M	False	False	(-1, 8, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV(#2), major		IV	3	3	3	0	0	0	True	False	False
1248.0	24.0	26.0	65	11	E	1.0	1.0	1	2	4	2.0	1.0	1/8	True	3	14.0	14.0	13.0	13a	4	26	False	True				False	19		IV(#2)	A	I		IV(#2)	IV			#2		M	False	False	(-1, 8, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV(#2), major		IV	3	3	3	8	8	8	True	False	False
1272.0	24.0	26.5	38	2	D	0.0	1.5	0	2	4	4.0	1.0	1/8	True	3	14.0	14.0	13.0	13a	2	53/2	False	True				False	20		IV	A	I		IV	IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	3	3	3	-1	-1	-1	True	True	True
1272.0	72.0	26.5	54	6	F	1.0	1.5	0	2	4	3.0	1.0	3/8	True	3	14.0	14.0	13.0	13a	3	53/2	False	True				False	20		IV	A	I		IV	IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	3	3	3	3	3	3	True	False	False
1272.0	24.0	26.5	66	6	F	1.0	1.5	0	2	4	2.0	1.0	1/8	True	3	14.0	14.0	13.0	13a	4	53/2	False	True				False	20		IV	A	I		IV	IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	3	3	3	3	3	3	True	False	False
1272.0	48.0	26.5	78	6	F	1.0	1.5	0	2	4	1.0	1.0	1/4	True	3	14.0	14.0	13.0	13a	5	53/2	False	True				False	20		IV	A	I		IV	IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	3	3	3	3	3	3	True	False	False
1296.0	24.0	27.0	46	10	A	1.0	2.0	2	2	4	4.0	1.0	1/8	True	3	14.0	14.0	13.0	13a	2	27	False	True				False	21		V65/II	A	I		V65/II	V		65		II	Mm7	False	False	(7, 4, 1, 3)	()	3	7	major	major	I	I, major	V/II	II	II/I	II	False	V65/II	V65/II, major		V65/II, major	II	II	3	3	5	7	7	5	True	False	True
1320.0	24.0	27.5	46	10	A	1.0	2.5	0	2	4	4.0	1.0	1/8	True	3	14.0	14.0	13.0	13a	2	55/2	False	False				False	21		V65/II	A	I		V65/II	V		65		II	Mm7	False	False	(7, 4, 1, 3)	()	3	7	major	major	I	I, major	V/II	II	II/I	II	False	V65/II	V65/II, major		V65/II, major	II	II	3	3	5	7	7	5	True	False	True
1320.0	12.0	27.5	76	4	E	0.0	2.5	0	2	4	1.0	1.0	1/16	True	3	14.0	14.0	13.0	13a	5	55/2	False	False				False	21		V65/II	A	I		V65/II	V		65		II	Mm7	False	False	(7, 4, 1, 3)	()	3	7	major	major	I	I, major	V/II	II	II/I	II	False	V65/II	V65/II, major		V65/II, major	II	II	3	3	5	1	1	-1	True	False	False
1332.0	12.0	27.75	73	7	C	1.0	2.75	0	2	4	1.0	1.0	1/16	True	3	14.0	14.0	13.0	13a	5	111/4	False	False				False	21		V65/II	A	I		V65/II	V		65		II	Mm7	False	False	(7, 4, 1, 3)	()	3	7	major	major	I	I, major	V/II	II	II/I	II	False	V65/II	V65/II, major		V65/II, major	II	II	3	3	5	4	4	2	True	False	False
1344.0	24.0	28.0	47	5	B	0.0	1.0	1	2	4	4.0	1.0	1/8	True	3	15.0	15.0	14.0	14a	2	28	False	True				False	22		V/V	A	I		V/V	V				V	M	False	False	(2, 6, 3)	()	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V/V	V/V, major		V/V, major	V	V	3	3	4	2	2	1	True	True	True
1344.0	24.0	28.0	54	6	F	1.0	1.0	1	2	4	3.0	1.0	1/8	False	3	15.0	15.0	14.0	14a	3	28	False	True				False	22		V/V	A	I		V/V	V				V	M	False	False	(2, 6, 3)	()	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V/V	V/V, major		V/V, major	V	V	3	3	4	3	3	2	True	False	False
1344.0	24.0	28.0	75	9	D	1.0	1.0	1	2	4	1.0	1.0	1/8	True	3	15.0	15.0	14.0	14a	5	28	False	True				False	22		V/V	A	I		V/V	V				V	M	False	False	(2, 6, 3)	()	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V/V	V/V, major		V/V, major	V	V	3	3	4	6	6	5	True	False	False
1368.0	24.0	28.5	40	4	E	0.0	1.5	0	2	4	4.0	1.0	1/8	True	3	15.0	15.0	14.0	14a	2	57/2	False	True				False	23		V7	A	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	3	3	3	1	1	1	True	True	True
